253,789,0
254,842,1
255,1706,0
256,584,1
257,216,0
258,1347,1
259,203,1
260,1933,0
261,1159,1
262,786,0
263,566,1
264,1314,1
265,1185,1
266,2182,1
267,1392,1
268,1022,0
269,2124,0
270,1024,1
271,1116,1
272,709,0
273,294,1
274,63,0
275,697,0
276,2177,1
277,69,0
278,58,1
279,710,0
280,1572,1
281,1436,1
282,167,0
283,1611,0
284,698,1
285,542,0
286,673,0
287,606,0
288,1738,0
289,1163,0
290,1972,1
291,291,1
292,450,1
293,2079,1
294,1760,1
295,474,0
296,882,1
297,1720,0
298,379,1
299,157,0
300,1650,1
301,1556,1
302,798,1
303,510,1
304,265,1
305,2025,1
306,867,1
307,502,0
308,1982,0
309,1831,1
310,1274,0
311,1249,1
312,1480,0
313,1084,1
314,1930,0
315,2046,1
316,1105,0
317,1726,1
318,1442,0
319,2165,0
320,1523,0
321,641,0
322,1859,1
323,137,1
324,278,1
325,572,1
326,288,0
327,1512,1
328,1567,0
329,1691,0
330,1160,1
331,107,1
332,1563,0
333,894,0
334,1277,1
335,173,0
336,2157,1
337,1429,0
338,1606,0
339,1376,1
340,1419,1
341,1853,0
342,113,0
343,527,0
344,686,0
345,1103,0
346,1412,1
347,1879,0
348,1197,0
349,392,0
350,1824,0
351,828,1
352,2056,1
353,1001,1
354,1210,0
355,667,1
356,696,0
357,991,0
358,1332,1
359,1637,0
360,1497,0
361,427,0
362,398,1
363,1987,0
364,1583,0
365,2172,1
366,998,0
367,950,1
368,1775,1
369,1414,1
370,60,0
371,1921,1
372,483,1
373,1539,1
374,1388,1
375,1097,0
376,929,1
377,859,0
378,1966,1
379,841,1
380,1662,1
381,112,1
382,1695,0
383,33,1
384,1571,0
385,94,1
386,1843,1
387,369,1
388,758,1
389,1422,1
390,406,0
391,128,0
392,1473,1
393,773,1
394,187,0
395,345,0
396,1548,1
397,1544,0
398,2168,0
399,1026,0
400,1931,0
401,393,0
402,495,0
403,225,1
404,1343,0
405,796,0
406,431,0
407,720,1
408,644,1
409,887,1
410,1540,0
411,307,1
412,918,0
413,129,0
414,570,0
415,1095,1
416,1440,0
417,1175,1
418,749,1
419,1002,0
420,2074,1
421,146,0
422,2184,0
423,983,0
424,2052,1
425,181,1
426,705,0
427,242,1
428,1833,0
429,2136,0
430,1037,0
431,1417,0
432,151,1
433,1222,0
434,1301,1
435,505,0
436,862,1
437,184,1
438,2028,1
439,603,0
440,1569,1
441,1897,0
442,1448,0
443,1036,1
444,1184,0
445,1200,0
446,868,0
447,1787,1
448,2117,1
449,241,1
450,145,0
451,591,1
452,111,1
453,2017,1
454,1765,1
455,1904,1
456,1959,0
457,26,1
458,1099,0
459,110,1
460,1740,1
461,1603,0
462,1310,1
463,665,1
464,919,1
465,1208,0
466,126,1
467,1329,1
468,183,1
469,1813,0
470,1078,1
471,1395,1
472,95,1
473,1757,1
474,2043,1
475,853,0
476,930,0
477,1872,0
478,784,0
479,1991,1
480,947,1
481,1201,0
482,1330,1
483,382,1
484,954,0
485,1883,1
486,1145,1
487,513,1
488,2003,0
489,1375,1
490,684,0
491,306,1
492,1876,1
493,420,1
494,1265,1
495,1584,0
496,1382,0
497,74,0
498,438,0
499,1144,0
500,1786,0
501,522,0
502,852,1
503,280,1
504,131,1
505,2109,0
506,1514,1
507,1615,1
508,1479,1
509,1841,0
510,1331,1
511,870,0
512,1337,1
513,1149,1
514,1938,0
515,1555,1
516,1299,1
517,467,0
518,1895,1
519,654,0
520,679,1
521,34,1
522,1223,0
523,324,0
524,1971,1
525,1373,0
526,132,0
527,2156,1
528,1974,1
529,518,1
530,148,1
531,1385,1
532,268,1
533,1291,1
534,1384,0
535,1780,1
536,1529,0
537,2126,1
538,248,1
539,1948,1
540,2030,1
541,194,1
542,1171,1
543,1832,1
544,286,0
545,1266,0
546,792,0
547,1667,0
548,1461,0
549,313,0
550,900,0
551,457,0
552,1980,1
553,1908,1
554,1260,0
555,896,1
556,232,1
557,1463,0
558,246,1
559,1089,1
560,227,0
561,923,1
562,787,0
563,989,1
564,1807,1
565,260,1
566,1031,1
567,1364,1
568,1303,1
569,2095,0
570,791,0
571,618,1
572,2102,0
573,205,0
574,772,1
575,1139,1
576,2019,0
577,567,0
578,240,1
579,2010,0
580,2073,1
581,4,0
582,844,1
583,1015,1
584,580,0
585,653,0
586,202,1
587,1245,1
588,1941,0
589,598,1
590,2021,0
591,1328,1
592,40,0
593,1732,1
594,1484,0
595,419,0
596,1421,1
597,1320,1
598,383,0
599,688,0
600,1074,0
601,1070,1
602,1785,1
603,1407,0
604,1753,1
605,1735,1
606,1371,0
607,488,0
608,447,0
609,1017,1
610,144,1
611,1137,0
612,2022,0
613,1483,1
614,1790,1
615,1051,0
616,52,1
617,481,1
618,565,1
619,1660,0
620,301,0
621,1919,0
622,1771,0
623,451,0
624,1821,1
625,285,1
626,1727,1
627,1283,0
628,303,0
629,818,0
630,1748,1
631,782,1
632,962,0
633,1578,1
634,380,1
635,1235,0
636,165,0
637,631,1
638,1439,1
639,1340,0
640,2077,0
641,508,0
642,1307,0
643,1128,0
644,1817,0
645,1023,1
646,327,0
647,731,1
648,2122,0
649,77,1
650,1881,1
651,441,0
652,949,0
653,827,1
654,1259,1
655,1050,0
656,899,1
657,1683,1
658,1286,0
659,1282,0
660,728,1
661,1124,0
662,801,1
663,1281,1
664,218,0
665,1803,1
666,65,0
667,610,1
668,1758,0
669,627,1
670,2130,1
671,1188,0
672,27,0
673,1493,0
674,861,0
675,1918,0
676,1808,0
677,624,1
678,412,1
679,1280,1
680,694,0
681,596,1
682,597,0
683,881,0
684,1640,0
685,353,1
686,2133,1
687,261,1
688,247,1
689,486,1
690,456,0
691,2145,0
692,2149,0
693,778,0
694,608,1
695,1042,1
696,2097,1
697,933,1
698,573,0
699,1007,0
700,1819,1
701,602,1
702,1655,1
703,579,0
704,1795,1
705,356,0
706,1444,0
707,1573,1
708,337,1
709,976,0
710,1855,0
711,387,1
712,1965,1
713,2152,1
714,680,1
715,359,0
716,152,1
717,2170,1
718,702,1
719,1032,1
720,943,1
721,1958,1
722,390,1
723,571,1
724,693,0
725,623,1
726,1370,0
727,1336,1
728,604,0
729,1927,0
730,846,1
731,554,1
732,1517,0
733,1737,0
734,317,0
735,478,1
736,1592,1
737,1957,0
738,1656,1
739,1809,0
740,1678,0
741,1368,0
742,1312,1
743,1705,1
744,588,1
745,891,0
746,1420,1
747,1766,0
748,6,1
749,136,1
750,371,0
751,751,1
752,541,0
753,1450,0
754,1575,1
755,49,1
756,1701,0
757,574,1
758,824,0
759,192,1
760,2114,0
761,1216,1
762,990,1
763,1069,1
764,1608,0
765,426,1
766,1654,1
767,803,0
768,336,1
769,122,1
770,1801,1
771,326,0
772,429,1
773,1041,0
774,1674,1
775,1005,0
776,86,0
777,37,0
778,2094,0
779,1806,0
780,176,0
781,587,1
782,2121,1
783,82,1
784,373,0
785,984,0
786,1486,1
787,1354,0
788,928,1
789,1781,1
790,1350,0
791,2140,1
792,36,0
793,421,1
794,748,1
795,1981,0
796,2072,1
797,2067,1
798,1864,0
799,2181,0
800,1399,0
801,1164,0
802,1587,1
803,1236,1
804,1285,0
805,394,1
806,920,0
807,1410,1
808,1214,1
809,1828,0
810,2176,0
811,38,0
812,397,0
813,1588,0
814,1212,0
815,2106,1
816,982,1
817,795,1
818,1882,1
819,1012,1
820,632,0
821,890,1
822,897,1
823,672,0
824,1250,0
825,793,1
826,160,1
827,600,1
828,8,1
829,1000,0
830,344,0
831,1292,1
832,845,1
833,0,0
834,1317,1
835,992,1
836,1978,1
837,1168,0
838,1154,0
839,650,1
840,255,1
841,343,1
842,1287,1
843,2113,0
844,1276,1
845,1288,1
846,629,1
847,1909,0
848,1725,0
849,142,0
850,1742,1
851,72,0
852,1264,0
853,2163,1
854,10,1
855,1075,1
856,222,1
857,516,1
858,162,1
859,1629,1
860,64,1
861,408,1
862,1180,1
863,1935,0
864,1065,1
865,978,1
866,166,0
867,849,0
868,2179,1
869,721,0
870,835,1
871,2036,1
872,2040,1
873,1510,1
874,99,0
875,236,0
876,1468,0
877,401,1
878,1279,1
879,417,0
880,552,1
881,1707,0
882,1186,1
883,497,1
884,1604,0
885,1628,1
886,1138,0
887,425,1
888,1112,0
889,799,1
890,526,0
891,2175,1
892,42,1
893,813,0
894,974,0
895,1213,1
896,454,1
897,2141,0
898,226,0
899,1961,1
900,1409,0
901,1844,0
902,1582,1
903,1211,1
904,1892,1
905,172,0
906,1289,1
907,399,0
908,89,0
909,1717,0
910,418,0
911,164,1
912,328,0
913,5,1
914,215,1
915,1739,0
916,966,1
917,1257,1
918,1351,1
919,1581,0
920,576,0
921,1167,0
922,1404,1
923,620,1
924,9,0
925,2066,1
926,1860,1
927,1880,1
928,1561,0
929,819,0
930,1937,1
931,804,0
932,2167,1
933,1424,0
934,1976,0
935,1779,0
936,87,0
937,1411,0
938,670,0
939,1152,0
940,1029,1
941,116,0
942,1825,1
943,1220,0
944,575,1
945,1996,0
946,1054,0
947,1086,0
948,1206,1
949,1998,0
950,843,1
951,1100,0
952,1527,0
953,355,1
954,1632,0
955,1568,0
956,59,1
957,1079,0
958,2127,0
959,350,1
960,284,0
961,1912,0
962,84,0
963,640,1
964,1278,0
965,1161,0
966,115,0
967,1386,1
968,1502,1
969,734,1
970,100,1
971,491,1
972,1435,1
973,1381,1
974,1018,1
975,658,0
976,133,0
977,315,1
978,1232,0
979,1829,1
980,614,0
981,972,1
982,414,1
983,1215,1
984,1943,0
985,529,0
986,2088,1
987,1522,1
988,1870,0
989,1101,1
990,886,0
991,1437,0
992,93,1
993,904,0
994,1718,1
995,1605,1
996,1344,1
997,1495,0
998,850,1
999,1426,0
1000,442,0
1001,125,1
1002,2103,0
1003,545,0
1004,877,1
1005,1889,1
1006,977,1
1007,3,0
1008,1224,0
1009,1754,1
1010,961,1
1011,446,0
1012,553,1
1013,245,0
1014,1189,0
1015,771,1
1016,725,1
1017,1013,1
1018,504,1
1019,1983,0
1020,1053,1
1021,178,1
1022,1524,0
1023,2120,0
1024,519,0
1025,1751,0
1026,569,0
1027,413,0
1028,550,1
1029,547,1
1030,1664,0
1031,2002,1
1032,1122,1
1033,1541,1
1034,1237,0
1035,102,0
1036,1646,0
1037,191,0
1038,558,1
1039,1333,0
1040,1431,1
1041,1324,0
1042,168,0
1043,1068,0
1044,1467,0
1045,468,1
1046,1166,1
1047,1936,0
1048,342,1
1049,1033,0
1050,448,0
1051,221,0
1052,1636,1
1053,29,0
1054,335,0
1055,67,0
1056,2004,0
1057,907,1
1058,1058,0
1059,1589,1
1060,1929,0
1061,1261,1
1062,805,0
1063,1490,1
1064,1564,1
1065,381,1
1066,1190,1
1067,1205,1
1068,465,0
1069,76,0
1070,48,0
1071,1992,1
1072,506,1
1073,2098,0
1074,1098,1
1075,695,1
1076,2104,1
1077,1489,0
1078,1515,1
1079,453,1
1080,1847,1
1081,706,0
1082,445,0
1083,1173,1
1084,443,1
1085,272,0
1086,213,1
1087,675,0
1088,1794,1
1089,1776,0
1090,1432,0
1091,1900,0
1092,1762,1
1093,270,1
1094,234,1
1095,2061,1
1096,1893,0
1097,668,1
1098,329,0
1099,2065,0
1100,135,1
1101,494,1
1102,660,0
1103,1172,0
1104,649,1
1105,1836,0
1106,1840,1
1107,1361,1
1108,878,0
1109,1102,1
1110,1335,0
1111,452,0
1112,1704,1
1113,193,0
1114,1770,0
1115,98,0
1116,1378,1
1117,609,0
1118,1240,0
1119,1898,1
1120,638,0
1121,1207,0
1122,1586,0
1123,869,1
1124,1109,1
1125,171,0
1126,2164,1
1127,1169,1
1128,1755,0
1129,1952,0
1130,1576,1
1131,32,1
1132,535,0
1133,1158,1
1134,1920,0
1135,1911,1
1136,1165,1
1137,1262,1
1138,1947,0
1139,1458,1
1140,866,0
1141,1,0
1142,475,0
1143,664,0
1144,68,0
1145,85,1
1146,701,0
1147,719,1
1148,1046,1
1149,895,1
1150,1487,0
1151,263,0
1152,864,0
1153,1248,1
1154,517,0
1155,1951,0
1156,589,1
1157,885,1
1158,339,1
1159,1826,1
1160,141,0
1161,217,0
1162,2000,0
1163,2018,1
1164,1676,1
1165,437,1
1166,1150,0
1167,1389,0
1168,2160,0
1169,1256,0
1170,1731,1
1171,1359,0
1172,1355,1
1173,2016,0
1174,1800,0
1175,1427,1
1176,1648,1
1177,1834,0
1178,1325,0
1179,1946,0
1180,563,1
1181,1999,1
1182,607,1
1183,1778,1
1184,1353,1
1185,768,1
1186,997,1
1187,767,1
1188,711,1
1189,360,1
1190,988,0
1191,1481,0
1192,1585,0
1193,314,1
1194,1252,1
1195,1114,1
1196,2105,1
1197,1960,1
1198,1113,1
1199,44,1
1200,691,1
1201,551,1
1202,685,0
1203,1494,0
1204,244,1
1205,50,0
1206,1405,0
1207,318,1
1208,611,1
1209,1263,0
1210,156,1
1211,690,1
1212,262,1
1213,1244,1
1214,595,1
1215,219,1
1216,463,0
1217,1969,1
1218,119,0
1219,806,1
1220,1702,0
1221,718,1
1222,13,0
1223,1963,1
1224,500,0
1225,1873,1
1226,257,0
1227,1229,0
1228,1899,0
1229,1064,1
1230,279,1
1231,470,0
1232,1907,0
1233,703,0
1234,1659,1
1235,1689,0
1236,903,1
1237,1004,0
1238,269,1
1239,2173,1
1240,1316,0
1241,2013,1
1242,496,1
1243,2161,1
1244,935,0
1245,1253,0
1246,1121,0
1247,2169,0
1248,781,1
1249,2049,1
1250,2087,1
1251,636,0
1252,530,1
1253,739,0
1254,416,0
1255,1666,1
1256,1134,1
1257,1209,1
1258,733,0
1259,1697,0
1260,402,0
1261,1642,1
1262,605,0
1263,1630,0
1264,20,1
1265,484,1
1266,2144,0
1267,1082,1
1268,669,1
1269,619,1
1270,774,0
1271,1862,0
1272,277,0
1273,1521,0
1274,2039,1
1275,1449,1
1276,2033,0
1277,1546,1
1278,1141,1
1279,1290,1
1280,585,1
1281,1342,1
1282,485,0
1283,1306,1
1284,1313,1
1285,258,0
1286,994,0
1287,1321,1
1288,1131,1
1289,14,0
1290,1949,1
1291,769,0
1292,1970,1
1293,391,1
1294,1890,1
1295,1204,0
1296,880,0
1297,28,0
1298,1478,0
1299,422,1
1300,101,0
1301,666,0
1302,1562,1
1303,556,0
1304,833,1
1305,1234,0
1306,266,1
1307,1174,1
1308,1057,1
1309,1125,0
1310,259,0
1311,2178,0
1312,1275,0
1313,940,1
1314,557,0
1315,1346,1
1316,857,1
1317,780,1
1318,1136,1
1319,1146,1
1320,777,0
1321,330,1
1322,348,0
1323,1838,1
1324,2054,0
1325,851,1
1326,1516,1
1327,433,0
1328,1644,0
1329,1500,0
1330,1799,0
1331,1549,1
1332,1178,1
1333,250,0
1334,1505,0
1335,1926,0
1336,1115,1
1337,196,0
1338,61,0
1339,1594,1
1340,615,1
1341,316,1
1342,124,1
1343,434,0
1344,555,0
1345,197,0
1346,147,0
1347,1784,1
1348,1711,0
1349,1147,1
1350,1225,0
1351,1858,0
1352,814,0
1353,1950,0
1354,2050,1
1355,1059,1
1356,1768,0
1357,1846,1
1358,2085,1
1359,479,1
1360,621,0
1361,2071,0
1362,829,1
1363,1155,1
1364,1039,0
1365,1014,0
1366,755,1
1367,1217,1
1368,211,1
1369,1374,1
1370,1322,1
1371,1643,0
1372,1814,0
1373,865,0
1374,204,0
1375,969,0
1376,995,1
1377,2068,1
1378,79,1
1379,2115,0
1380,97,0
1381,80,1
1382,536,0
1383,1532,0
1384,2,0
1385,926,0
1386,1558,1
1387,1750,1
1388,292,1
1389,235,0
1390,901,0
1391,967,1
1392,2154,0
1393,1403,0
1394,321,1
1395,1693,0
1396,2027,1
1397,927,1
1398,515,1
1399,2142,1
1400,249,0
1401,1219,0
1402,1372,1
1403,1613,1
1404,1406,1
1405,532,0
1406,30,1
1407,471,0
1408,139,1
1409,713,1
1410,825,1
1411,1609,0
1412,2135,1
1413,1520,0
1414,546,0
1415,687,1
1416,228,1
1417,874,1
1418,692,0
1419,252,0
1420,1425,1
1421,1268,1
1422,1107,1
1423,1810,0
1424,11,0
1425,1625,1
1426,1884,0
1427,1120,1
1428,1839,1
1429,2131,1
1430,1231,0
1431,1040,1
1432,1709,0
1433,154,0
1434,1311,1
1435,1906,1
1436,1254,1
1437,1423,0
1438,1379,0
1439,395,1
1440,1677,1
1441,747,1
1442,179,1
1443,1531,1
1444,2119,0
1445,1080,1
1446,352,1
1447,815,1
1448,656,0
1449,282,0
1450,1714,0
1451,1815,0
1452,1446,0
1453,108,0
1454,764,1
1455,319,1
1456,2183,1
1457,75,1
1458,1334,0
1459,1995,1
1460,1617,0
1461,663,0
1462,39,1
1463,1682,1
1464,1649,1
1465,831,1
1466,593,1
1467,1067,0
1468,1047,1
1469,1805,0
1470,1323,1
1471,1867,1
1472,2051,1
1473,1557,0
1474,1822,1
1475,2081,0
1476,525,0
1477,439,1
1478,1087,1
1479,1093,1
1480,469,0
1481,238,1
1482,945,1
1483,876,0
1484,200,1
1485,209,1
1486,956,0
1487,973,0
1488,1542,0
1489,996,1
1490,363,1
1491,1888,0
1492,1181,0
1493,90,0
1494,1796,1
1495,253,1
1496,1003,0
1497,1641,1
1498,1661,0
1499,1428,1
1500,1593,0
1501,957,1
1502,1218,1
1503,568,0
1504,2045,0
1505,1492,1
1506,1203,0
1507,2116,0
1508,1377,1
1509,1749,1
1510,1293,0
1511,1127,1
1512,1528,1
1513,938,0
1514,1925,1
1515,1694,1
1516,942,1
1517,305,0
1518,1598,0
1519,31,1
1520,1684,1
1521,981,1
1522,1503,0
1523,775,0
1524,459,1
1525,788,1
1526,1551,0
1527,1476,0
1528,953,1
1529,2146,1
1530,1597,1
1531,170,1
1532,188,1
1533,832,1
1534,1255,1
1535,1441,0
1536,699,1
1537,400,1
1538,1338,1
1539,1849,0
1540,15,1
1541,671,1
1542,1955,0
1543,1894,0
1544,1547,0
1545,738,0
1546,979,0
1547,2138,0
1548,1913,1
1549,1063,1
1550,834,1
1551,1191,0
1552,674,1
1553,1118,1
1554,860,0
1555,1192,0
1556,875,1
1557,1645,1
1558,1408,0
1559,1610,0
1560,19,1
1561,376,0
1562,729,0
1563,1990,0
1564,779,0
1565,559,1
1566,460,0
1567,1984,0
1568,2137,0
1569,1698,0
1570,1176,1
1571,964,1
1572,2082,1
1573,1744,1
1574,123,1
1575,1905,0
1576,1993,0
1577,1668,1
1578,1777,1
1579,118,0
1580,230,1
1581,921,1
1582,1247,0
1583,1994,0
1584,1710,1
1585,1669,1
1586,351,1
1587,1019,0
1588,117,0
1589,1944,1
1590,1916,0
1591,1341,1
1592,299,0
1593,143,0
1594,432,1
1595,681,0
1596,1062,0
1597,480,1
1598,295,0
1599,1477,0
1600,409,0
1601,1537,0
1602,2162,0
1603,493,1
1604,761,0
1605,103,0
1606,838,0
1607,121,0
1608,753,1
1609,273,0
1610,1626,0
1611,1773,1
1612,1699,0
1613,290,1
1614,1736,1
1615,1595,1
1616,161,0
1617,908,1
1618,512,1
1619,499,1
1620,1142,1
1621,1418,0
1622,661,0
1623,1195,0
1624,765,0
1625,1073,1
1626,1602,0
1627,2125,1
1628,1902,0
1629,1295,0
1630,652,0
1631,1934,0
1632,802,1
1633,372,1
1634,1383,1
1635,349,1
1636,1443,0
1637,1055,0
1638,1868,1
1639,856,1
1640,2026,0
1641,1638,0
1642,848,0
1643,41,0
1644,1451,1
1645,357,1
1646,1977,1
1647,477,1
1648,642,1
1649,498,0
1650,2007,1
1651,368,0
1652,1233,1
1653,66,1
1654,1504,1
1655,302,0
1656,1772,0
1657,1619,1
1658,24,1
1659,153,0
1660,1600,0
1661,626,1
1662,1519,1
1663,736,1
1664,1196,0
1665,1622,1
1666,1298,1
1667,941,1
1668,507,1
1669,1719,0
1670,1199,1
1671,396,1
1672,53,1
1673,1326,0
1674,1315,0
1675,1394,1
1676,1318,0
1677,1812,1
1678,986,1
1679,88,1
1680,206,1
1681,1345,0
1682,195,1
1683,1639,0
1684,1096,0
1685,296,1
1686,297,1
1687,1043,1
1688,1679,1
1689,207,1
1690,810,0
1691,965,0
1692,1886,1
1693,645,0
1694,210,1
1695,201,1
1696,1526,1
1697,1708,1
1698,1305,1
1699,1457,0
1700,1538,0
1701,18,0
1702,492,1
1703,140,0
1704,643,1
1705,1967,1
1706,1464,1
1707,993,0
1708,283,1
1709,1513,0
1710,913,1
1711,455,0
1712,1680,1
1713,1482,1
1714,1469,1
1715,581,0
1716,612,0
1717,333,1
1718,1566,1
1719,883,0
1720,1499,1
1721,1616,1
1722,1198,1
1723,715,0
1724,1230,0
1725,223,1
1726,54,0
1727,1258,0
1728,817,1
1729,1986,1
1730,462,0
1731,347,0
1732,1734,1
1733,1273,1
1734,1692,0
1735,410,0
1736,71,1
1737,1985,0
1738,1380,1
1739,1455,1
1740,1187,0
1741,1612,1
1742,1550,1
1743,562,1
1744,2070,0
1745,646,0
1746,45,1
1747,1763,1
1748,2037,1
1749,1871,0
1750,81,0
1751,2024,0
1752,822,1
1753,341,0
1754,1525,0
1755,2076,0
1756,374,0
1757,1721,0
1758,898,0
1759,543,0
1760,1621,0
1761,1560,1
1762,214,0
1763,1818,1
1764,150,0
1765,1658,1
1766,1119,1
1767,662,1
1768,1352,0
1769,2059,0
1770,2093,1
1771,1363,1
1772,2128,0
1773,174,1
1774,1088,0
1775,198,1
1776,790,0
1777,430,0
1778,837,0
1779,1700,0
1780,520,1
1781,2150,1
1782,367,1
1783,2100,0
1784,1618,1
1785,1434,0
1786,458,0
1787,2083,0
1788,616,0
1789,1964,0
1790,1866,1
1791,1863,0
1792,177,0
1793,823,1
1794,1554,1
1795,2058,1
1796,47,1
1797,873,0
1798,2147,0
1799,1914,1
1800,158,0
1801,2008,1
1802,1016,1
1803,7,1
1804,1869,0
1805,1530,1
1806,1085,0
1807,1634,0
1808,503,0
1809,1182,1
1810,17,1
1811,1857,1
1812,1398,1
1813,613,0
1814,717,0
1815,682,0
1816,1066,1
1817,12,0
1818,21,1
1819,1357,1
1820,436,1
1821,57,1
1822,1272,1
1823,109,1
1824,741,0
1825,1177,0
1826,1596,1
1827,1129,0
1828,1296,0
1829,1877,0
1830,1675,1
1831,308,0
1832,1962,1
1833,639,0
1834,338,0
1835,1227,0
1836,2166,0
1837,689,0
1838,435,1
1839,1623,0
1840,362,0
1841,2023,1
1842,724,0
1843,487,1
1844,407,1
1845,811,0
1846,1956,0
1847,960,0
1848,968,1
1849,1722,1
1850,723,1
1851,1170,0
1852,92,0
1853,707,0
1854,657,1
1855,1534,1
1856,889,0
1857,651,0
1858,1852,0
1859,325,1
1860,583,1
1861,1453,0
1862,2038,1
1863,1723,0
1864,2092,1
1865,1501,0
1866,489,0
1867,1474,1
1868,55,1
1869,2011,0
1870,2031,0
1871,1729,1
1872,1767,0
1873,1979,1
1874,312,1
1875,185,1
1876,1362,0
1877,378,1
1878,1687,0
1879,1387,0
1880,539,0
1881,1140,0
1882,1369,0
1883,1932,0
1884,428,1
1885,2042,0
1886,808,1
1887,1228,1
1888,1465,0
1889,2158,1
1890,917,1
1891,1823,0
1892,340,1
1893,1769,1
1894,2005,0
1895,1143,0
1896,1193,1
1897,1472,1
1898,1601,0
1899,208,1
1900,304,1
1901,683,1
1902,1764,1
1903,770,0
1904,149,1
1905,2044,1
1906,1356,1
1907,1459,1
1908,1475,1
1909,1194,0
1910,1052,0
1911,490,0
1912,915,1
1913,440,0
1914,714,0
1915,51,0
1916,1135,1
1917,1688,1
1918,1752,1
1919,501,1
1920,2089,0
1921,311,1
1922,377,1
1923,1056,1
1924,1104,0
1925,1246,1
1926,1798,1
1927,1924,1
1928,759,0
1929,932,0
1930,745,1
1931,1433,0
1932,1157,0
1933,1741,1
1934,91,1
1935,922,0
1936,35,0
1937,509,1
1938,1496,0
1939,763,1
1940,754,1
1941,1885,1
1942,472,1
1943,1179,1
1944,309,0
1945,1845,1
1946,163,1
1947,1319,0
1948,712,1
1949,169,1
1950,794,1
1951,1788,0
1952,1518,0
1953,1782,0
1954,237,1
1955,366,0
1956,1783,0
1957,1793,1
1958,630,0
1959,78,1
1960,1923,1
1961,1044,1
1962,423,1
1963,816,1
1964,1789,0
1965,1092,0
1966,939,1
1967,62,1
1968,1878,0
1969,127,1
1970,1797,0
1971,1690,1
1972,46,0
1973,564,1
1974,2020,1
1975,863,1
1976,2084,1
1977,1304,0
1978,1535,0
1979,648,1
1980,1009,1
1981,1110,0
1982,1945,1
1983,1034,1
1984,2069,0
1985,742,1
1986,1010,1
